Bed Room,BHK,Place,Price,Sq Ft,Dealer Type
2,BHK,Kolkata,68.12,811,Broker
2,BHK,Kolkata,23.01,986,Broker
3,BHK,Kolkata,87.29,1343,Broker
2,BHK,Kolkata,73.32,1128,Broker
2,BHK,Kolkata,18.75,750,Broker
2,BHK,Kolkata,25,698,Broker
2,BHK,Kolkata,32,824,Broker
2,BHK,Kolkata,48,800,Broker
3,BHK,Kolkata,44.4,1200,Broker
3,BHK,Kolkata,35.64,1020,Broker
3,BHK,Kolkata,48,1231,Broker
2,BHK,Kolkata,19.8,900,Broker
2,BHK,Kolkata,87.26,1818,Broker
2,BHK,Kolkata,35.82,995,Broker
2,BHK,Kolkata,25.2,900,Broker
2,BHK,Kolkata,13,520,Broker
2,BHK,Kolkata,40.34,877,Broker
2,BHK,Kolkata,66.15,1350,Broker
3,BHK,Kolkata,81.84,1240,Broker
4,BHK,Kolkata,92.7,2060,Broker
3,BHK,Kolkata,50.58,1124,Broker
1,BHK,Kolkata,12.55,466,Broker
2,BHK,Kolkata,22.04,848,Broker
2,BHK,Kolkata,24.12,928,Broker
2,BHK,Kolkata,16.3,627,Broker
2,BHK,Kolkata,27.87,1072,Broker
2,BHK,Kolkata,58,1450,Broker
2,BHK,Kolkata,37.71,977,Broker
2,BHK,Kolkata,54.65,1416,Broker
2,BHK,Kolkata,52.8,1100,Broker
2,BHK,Kolkata,33.25,950,Broker
2,BHK,Kolkata,42,1200,Broker
2,BHK,Kolkata,43.5,870,Broker
2,BHK,Kolkata,53,842,Broker
1,BHK,Kolkata,17.5,500,Broker
2,BHK,Kolkata,95,1475,Broker
2,BHK,Kolkata,31.2,780,Broker
3,BHK,Kolkata,57.79,1014,Broker
2,BHK,Kolkata,48,1200,Broker
2,BHK,Kolkata,31.49,816,Broker
2,BHK,Kolkata,13.56,424,Broker
2,BHK,Kolkata,19.5,650,Broker
2,BHK,Kolkata,32.4,1080,Broker
2,BHK,Kolkata,68.62,1460,Broker
2,BHK,Kolkata,49.04,1226,Broker
2,BHK,Kolkata,31.66,953,Broker
3,BHK,Kolkata,59.56,1103,Broker
2,BHK,Kolkata,15.75,450,Broker
2,BHK,Kolkata,13.5,540,Broker
2,BHK,Kolkata,39.6,1200,Broker
2,BHK,Kolkata,26.56,805,Broker
2,BHK,Kolkata,83.36,1226,Broker
2,BHK,Kolkata,21.85,950,Broker
2,BHK,Kolkata,24.99,833,Broker
2,BHK,Kolkata,52.34,667,Broker
2,BHK,Kolkata,25.83,820,Broker
3,BHK,Kolkata,33.04,893,Broker
2,BHK,Kolkata,69.25,1259,Broker
2,BHK,Kolkata,55.45,1109,Broker
2,BHK,Kolkata,45.45,909,Broker
2,BHK,Kolkata,47.25,945,Broker
2,BHK,Kolkata,30.6,900,Broker
3,BHK,Kolkata,94.51,1454,Broker
3,BHK,Kolkata,36,1200,Broker
2,BHK,Kolkata,37.82,788,Broker
3,BHK,Kolkata,87.26,1818,Broker
2,BHK,Kolkata,59.56,1241,Broker
3,BHK,Kolkata,46.48,1328,Broker
2,BHK,Kolkata,21,725,Broker
1,BHK,Kolkata,15,520,Broker
2,BHK,Kolkata,28.29,615,Broker
2,BHK,Kolkata,39.99,1333,Broker
2,BHK,Kolkata,46.5,750,Broker
2,BHK,Kolkata,24,853,Broker
2,BHK,Kolkata,66.65,1550,Broker
2,BHK,Kolkata,34.39,900,Broker
1,BHK,Kolkata,16.88,469,Broker
3,BHK,Kolkata,73.31,1264,Broker
2,BHK,Kolkata,57,971,Broker
2,BHK,Kolkata,37.62,875,Broker
2,BHK,Kolkata,24.99,714,Broker
2,BHK,Kolkata,18.86,410,Broker
2,BHK,Kolkata,31.5,1050,Broker
3,BHK,Kolkata,58,1500,Broker
2,BHK,Kolkata,49.92,1040,Broker
2,BHK,Kolkata,18.83,554,Broker
2,BHK,Kolkata,40.86,973,Broker
2,BHK,Kolkata,49.35,1175,Broker
2,BHK,Kolkata,74.88,1152,Broker
2,BHK,Kolkata,22.69,873,Broker
3,BHK,Kolkata,95,1196,Broker
3,BHK,Kolkata,21.85,950,Broker
2,BHK,Kolkata,17.11,744,Broker
3,BHK,Kolkata,27.6,1200,Broker
2,BHK,Kolkata,38.21,815,Broker
2,BHK,Kolkata,55.45,1109,Broker
3,BHK,Kolkata,89.99,1550,Broker
2,BHK,Kolkata,37.62,875,Broker
3,BHK,Kolkata,73.31,1264,Broker
1,BHK,Kolkata,19.91,590,Broker
2,BHK,Kolkata,35.2,1100,Broker
2,BHK,Kolkata,53.5,1029,Broker
2,BHK,Kolkata,22.3,858,Broker
2,BHK,Kolkata,37.8,900,Broker
2,BHK,Kolkata,38.25,850,Broker
2,BHK,Kolkata,62.2,1131,Broker
2,BHK,Kolkata,47.02,825,Broker
2,BHK,Kolkata,46.67,1000,Broker
2,BHK,Kolkata,28,600,Broker
2,BHK,Kolkata,19.88,738,Broker
2,BHK,Kolkata,95.4,1272,Broker
3,BHK,Kolkata,35.67,1189,Broker
2,BHK,Kolkata,35.8,895,Broker
2,BHK,Kolkata,55.53,1190,Broker
3,BHK,Kolkata,20,850,Individual
2,BHK,Kolkata,24.12,928,Broker
2,BHK,Kolkata,95.4,1272,Broker
3,BHK,Kolkata,28.6,1100,Broker
1,BHK,Kolkata,14.58,521,Broker
2,BHK,Kolkata,46.92,869,Broker
2,BHK,Kolkata,14.44,628,Broker
3,BHK,Kolkata,44.8,1120,Broker
2,BHK,Kolkata,45.32,925,Broker
2,BHK,Kolkata,46.4,1160,Broker
2,BHK,Kolkata,56.58,1204,Broker
2,BHK,Kolkata,28.67,896,Broker
2,BHK,Kolkata,53.5,1029,Broker
2,BHK,Kolkata,22.3,858,Broker
2,BHK,Kolkata,41.83,890,Broker
2,BHK,Kolkata,35,700,Broker
3,BHK,Kolkata,60,918,Broker
2,BHK,Kolkata,55.21,952,Broker
1,BHK,Kolkata,19.91,590,Broker
3,BHK,Kolkata,27.87,1072,Broker
2,BHK,Kolkata,25,792,Individual
1,BHK,Kolkata,21.16,432,Broker
2,BHK,Kolkata,41.4,900,Broker
2,BHK,Kolkata,25.2,720,Broker
3,BHK,Kolkata,43.75,1250,Broker
2,BHK,Kolkata,31.16,663,Broker
2,BHK,Kolkata,31.5,900,Broker
3,BHK,Kolkata,40.25,1150,Broker
3,BHK,Kolkata,29.04,1117,Broker
2,BHK,Kolkata,23.76,914,Broker
2,BHK,Kolkata,32,681,Broker
2,BHK,Kolkata,29.75,850,Broker
3,BHK,Kolkata,34.12,1050,Broker
2,BHK,Kolkata,35.8,895,Broker
3,BHK,Kolkata,47.91,1295,Broker
2,BHK,Kolkata,45,614,Broker
2,BHK,Kolkata,48.62,935,Broker
2,BHK,Kolkata,22.95,850,Broker
2,BHK,Kolkata,31.2,780,Broker
2,BHK,Kolkata,50.17,1115,Broker
2,BHK,Kolkata,28.14,1005,Broker
2,BHK,Kolkata,37.26,810,Broker
2,BHK,Kolkata,15.98,470,Broker
2,BHK,Kolkata,16.2,600,Broker
2,BHK,Kolkata,26.12,706,Broker
2,BHK,Kolkata,15.27,588,Broker
2,BHK,Kolkata,73.69,1256,Broker
2,BHK,Kolkata,44.36,954,Broker
3,BHK,Kolkata,90.71,1334,Broker
3,BHK,Kolkata,51.44,775,Broker
2,BHK,Kolkata,31,980,Broker
2,BHK,Kolkata,21.45,858,Broker
2,BHK,Kolkata,22.95,850,Broker
2,BHK,Kolkata,30.45,870,Broker
2,BHK,Kolkata,74.2,1400,Broker
2,BHK,Kolkata,32.86,922,Broker
2,BHK,Kolkata,41.35,1250,Broker
2,BHK,Kolkata,74.88,1152,Broker
2,BHK,Kolkata,43.5,870,Broker
2,BHK,Kolkata,22.75,650,Broker
1,BHK,Kolkata,15.75,450,Broker
2,BHK,Kolkata,41.44,921,Broker
2,BHK,Kolkata,24.06,512,Broker
1,BHK,Kolkata,22.05,450,Broker
2,BHK,Kolkata,27.24,879,Broker
1,BHK,Kolkata,15.15,489,Broker
3,BHK,Kolkata,36.4,1120,Broker
3,BHK,Kolkata,39.89,1285,Broker
2,BHK,Kolkata,11.5,411,Broker
1,BHK,Kolkata,16.92,564,Broker
2,BHK,Kolkata,24,853,Broker
2,BHK,Kolkata,46.5,750,Broker
3,BHK,Kolkata,52.38,1164,Broker
2,BHK,Kolkata,21.25,858,Broker
2,BHK,Kolkata,21.67,875,Broker
3,BHK,Kolkata,26.25,1060,Broker
2,BHK,Kolkata,29.54,1055,Broker
2,BHK,Kolkata,59.52,1240,Broker
2,BHK,Kolkata,55.38,1040,Broker
2,BHK,Kolkata,27,900,Broker
3,BHK,Kolkata,89.52,1593,Broker
3,BHK,Kolkata,59.56,1103,Broker
2,BHK,Kolkata,27.67,880,Broker
2,BHK,Kolkata,28.29,1048,Broker
2,BHK,Kolkata,23.32,864,Broker
2,BHK,Kolkata,27.5,1100,Broker
2,BHK,Kolkata,24.6,820,Broker
3,BHK,Kolkata,30.53,1283,Broker
2,BHK,Kolkata,27.27,765,Broker
2,BHK,Kolkata,21.5,884,Broker
2,BHK,Kolkata,24.6,820,Broker
2,BHK,Kolkata,49.27,1095,Broker
2,BHK,Kolkata,23.68,846,Broker
2,BHK,Kolkata,15.27,650,Broker
2,BHK,Kolkata,74.2,1400,Broker
2,BHK,Kolkata,38.27,1196,Broker
2,BHK,Kolkata,37.8,900,Broker
2,BHK,Kolkata,67.39,1434,Broker
2,BHK,Kolkata,22.34,931,Broker
2,BHK,Kolkata,32.58,665,Broker
2,BHK,Kolkata,56.1,935,Broker
2,BHK,Kolkata,35.77,1084,Broker
2,BHK,Kolkata,42,1200,Broker
3,BHK,Kolkata,42.3,1343,Broker
2,BHK,Kolkata,49.05,1090,Broker
3,BHK,Kolkata,28.26,983,Broker
3,BHK,Kolkata,75,916,Broker
2,BHK,Kolkata,27.24,879,Broker
2,BHK,Kolkata,45,900,Broker
2,BHK,Kolkata,34.36,1074,Broker
2,BHK,Kolkata,29.89,808,Broker
1,BHK,Kolkata,37.2,600,Broker
2,BHK,Kolkata,65.1,1050,Broker
1,BHK,Kolkata,18.86,410,Broker
2,BHK,Kolkata,28.29,615,Broker
2,BHK,Kolkata,37.62,818,Broker
3,BHK,Kolkata,26.5,1070,Broker
3,BHK,Kolkata,48,1200,Broker
1,BHK,Kolkata,13,500,Broker
3,BHK,Kolkata,42.94,1130,Broker
2,BHK,Kolkata,27.24,1028,Broker
2,BHK,Kolkata,21.2,800,Broker
2,BHK,Kolkata,35,1094,Broker
2,BHK,Kolkata,31.71,944,Broker
3,BHK,Kolkata,42.52,1165,Broker
3,BHK,Kolkata,40.56,1014,Broker
3,BHK,Kolkata,32.86,949,Broker
2,BHK,Kolkata,71.69,1103,Broker
2,BHK,Kolkata,44,1100,Broker
2,BHK,Kolkata,19.5,750,Broker
1,BHK,Kolkata,10.92,420,Broker
2,BHK,Kolkata,54.99,890,Broker
2,BHK,Kolkata,44.28,720,Broker
2,BHK,Kolkata,60,956,Broker
2,BHK,Kolkata,39.89,1339,Broker
2,BHK,Kolkata,51.5,841,Broker
2,BHK,Kolkata,33.74,1133,Broker
2,BHK,Kolkata,39.64,1180,Broker
2,BHK,Kolkata,27.04,805,Broker
2,BHK,Kolkata,77.02,983,Broker
2,BHK,Kolkata,89.76,1145,Broker
3,BHK,Kolkata,94.51,1454,Broker
3,BHK,Kolkata,34.12,1050,Broker
2,BHK,Kolkata,31.8,795,Broker
1,BHK,Kolkata,15.94,476,Broker
1,BHK,Kolkata,24,600,Broker
1,BHK,Kolkata,34.78,669,Broker
2,BHK,Kolkata,5.2,330,Individual
2,BHK,Kolkata,22.73,858,Broker
2,BHK,Kolkata,21.2,800,Broker
3,BHK,Kolkata,27.24,1028,Broker
3,BHK,Kolkata,31,1170,Broker
1,BHK,Kolkata,15,500,Broker
2,BHK,Kolkata,54.35,1250,Broker
2,BHK,Kolkata,54.35,1250,Broker
2,BHK,Kolkata,53.99,950,Broker
3,BHK,Kolkata,31.54,956,Broker
1,BHK,Kolkata,24,600,Broker
2,BHK,Kolkata,25.01,753,Broker
2,BHK,Kolkata,22.42,713,Broker
3,BHK,Kolkata,42.52,1165,Broker
2,BHK,Kolkata,23.74,742,Broker
2,BHK,Kolkata,33.25,950,Broker
1,BHK,Kolkata,13.73,528,Broker
2,BHK,Kolkata,22.57,1008,Broker
2,BHK,Kolkata,70.71,883,Broker
3,BHK,Kolkata,38,900,Individual
3,BHK,Kolkata,72.05,1310,Broker
1,BHK,Kolkata,23.52,560,Broker
2,BHK,Kolkata,25.46,878,Broker
2,BHK,Kolkata,26.26,796,Broker
1,BHK,Kolkata,8.79,314,Broker
3,BHK,Kolkata,52.06,1370,Broker
3,BHK,Kolkata,60,918,Broker
2,BHK,Kolkata,21,725,Individual
2,BHK,Kolkata,49.6,800,Broker
1,BHK,Kolkata,16.06,440,Broker
2,BHK,Kolkata,52.65,1053,Broker
2,BHK,Kolkata,59.2,1184,Broker
2,BHK,Kolkata,24,800,Broker
2,BHK,Kolkata,27.9,775,Broker
1,BHK,Kolkata,12.43,444,Broker
2,BHK,Kolkata,22.1,850,Broker
3,BHK,Kolkata,36.23,1098,Broker
3,BHK,Kolkata,60,918,Broker
3,BHK,Kolkata,36.4,1120,Broker
2,BHK,Kolkata,26.97,830,Broker
1,BHK,Kolkata,25,500,Broker
2,BHK,Kolkata,5.2,330,Individual
2,BHK,Kolkata,29.75,850,Broker
2,BHK,Kolkata,28.12,750,Broker
2,BHK,Kolkata,26.25,700,Broker
2,BHK,Kolkata,28.98,805,Broker
3,BHK,Kolkata,51.28,773,Broker
3,BHK,Kolkata,35.64,1020,Broker
2,BHK,Kolkata,24.5,700,Broker
2,BHK,Kolkata,52.75,773,Broker
2,BHK,Kolkata,79.29,1161,Broker
1,BHK,Kolkata,14.5,540,Broker
2,BHK,Kolkata,21,820,Broker
2,BHK,Kolkata,44.14,1226,Broker
2,BHK,Kolkata,34.69,964,Broker
1,BHK,Kolkata,12,155,Individual
3,BHK,Kolkata,57,1285,Individual
3,BHK,Kolkata,38.46,2432,Broker
3,BHK,Kolkata,46.69,1415,Broker
1,BHK,Kolkata,15.9,538,Broker
1,BHK,Kolkata,17.29,556,Broker
2,BHK,Kolkata,44.28,691,Broker
2,BHK,Kolkata,78.03,1030,Broker
2,BHK,Kolkata,29.75,1021,Broker
4,BHK,Kolkata,55,1394,Broker
2,BHK,Kolkata,92.44,1255,Broker
2,BHK,Kolkata,59.04,1006,Broker
1,BHK,Kolkata,22.1,568,Broker
3,BHK,Kolkata,76.3,845,Broker
3,BHK,Kolkata,38.33,1939,Broker
1,BHK,Kolkata,26.9,617,Broker
3,BHK,Kolkata,23,702,Broker
2,BHK,Kolkata,28.6,485,Broker
2,BHK,Kolkata,22.12,763,Broker
2,BHK,Kolkata,23.74,826,Broker
3,BHK,Kolkata,14.4,487,Broker
3,BHK,Kolkata,26.74,938,Broker
3,BHK,Kolkata,44.36,1920,Broker
2,BHK,Kolkata,26.91,979,Broker
2,BHK,Kolkata,20,620,Broker
2,BHK,Kolkata,22,850,Individual
2,BHK,Kolkata,26.97,830,Broker
3,BHK,Kolkata,32.47,1031,Broker
3,BHK,Kolkata,31.5,1845,Broker
3,BHK,Kolkata,28.26,1035,Broker
1,BHK,Kolkata,28.21,690,Broker
2,BHK,Kolkata,73.32,1560,Broker
2,BHK,Kolkata,40.3,2250,Broker
2,BHK,Kolkata,56.14,1485,Broker
1,BHK,Kolkata,17.24,1120,Broker
2,BHK,Kolkata,66.36,1185,Broker
3,BHK,Kolkata,64.17,1215,Broker
1,BHK,Kolkata,24,600,Broker
2,BHK,Kolkata,29.75,850,Broker
3,BHK,Kolkata,23.94,921,Broker
3,BHK,Kolkata,39.37,1200,Broker
3,BHK,Kolkata,20,490,Broker
3,BHK,Kolkata,45.19,1370,Broker
4,BHK,Kolkata,59.58,1000,Broker
2,BHK,Kolkata,30,757,Individual
2,BHK,Kolkata,24.8,873,Broker
2,BHK,Kolkata,52.5,1530,Broker
2,BHK,Kolkata,38.83,1462,Broker
3,BHK,Kolkata,67.2,1098,Broker
2,BHK,Kolkata,50.42,947,Broker
3,BHK,Kolkata,76.68,1440,Broker
2,BHK,Kolkata,28,700,Broker
3,BHK,Kolkata,33.39,1060,Broker
3,BHK,Kolkata,47.91,1295,Broker
3,BHK,Kolkata,40.86,1980,Broker
3,BHK,Kolkata,60.39,3604,Broker
1,BHK,Kolkata,22.29,665,Broker
2,BHK,Kolkata,44.1,636,Broker
2,BHK,Kolkata,33.88,1000,Broker
3,BHK,Kolkata,87,1719,Broker
2,BHK,Kolkata,52.41,1342,Broker
3,BHK,Kolkata,72.98,888,Broker
2,BHK,Kolkata,27.55,810,Broker
3,BHK,Kolkata,17.99,500,Broker
2,BHK,Kolkata,22,850,Individual
2,BHK,Kolkata,43.32,1918,Broker
1,BHK,Kolkata,13,500,Broker
3,BHK,Kolkata,41.6,1600,Broker
2,BHK,Kolkata,62.37,945,Broker
1,BHK,Kolkata,21.75,1400,Broker
2,BHK,Kolkata,43.03,1123,Broker
2,BHK,Kolkata,44.2,1230,Broker
2,BHK,Kolkata,25.5,1176,Broker
3,BHK,Kolkata,37.64,1420,Broker
2,BHK,Kolkata,34.36,1495,Broker
2,BHK,Kolkata,39.21,1000,Broker
2,BHK,Kolkata,31.54,1115,Broker
3,BHK,Kolkata,19,1050,Broker
3,BHK,Kolkata,19.85,945,Broker
2,BHK,Kolkata,32.81,980,Broker
2,BHK,Kolkata,25.01,753,Broker
2,BHK,Kolkata,39.51,878,Broker
2,BHK,Kolkata,52.34,667,Broker
3,BHK,Kolkata,59.23,3433,Broker
2,BHK,Kolkata,48.95,2023,Broker
3,BHK,Kolkata,54.62,1260,Broker
3,BHK,Kolkata,26.04,932,Broker
2,BHK,Kolkata,32.57,1107,Broker
1,BHK,Kolkata,23.74,981,Broker
3,BHK,Kolkata,64.24,730,Broker
3,BHK,Kolkata,27,800,Broker
2,BHK,Kolkata,34.59,1116,Broker
3,BHK,Kolkata,89.76,1099,Broker
3,BHK,Kolkata,34.59,1116,Broker
3,BHK,Kolkata,95,1196,Broker
3,BHK,Kolkata,35.84,1280,Broker
2,BHK,Kolkata,43.24,1081,Broker
3,BHK,Kolkata,37.36,1070,Broker
2,BHK,Kolkata,36.72,858,Broker
2,BHK,Kolkata,27.12,921,Broker
2,BHK,Kolkata,45,1000,Broker
3,BHK,Kolkata,18,990,Broker
3,BHK,Kolkata,17.5,945,Broker
1,BHK,Kolkata,15.08,669,Broker
1,BHK,Kolkata,19.55,750,Broker
2,BHK,Kolkata,32.91,594,Broker
2,BHK,Kolkata,28.33,1012,Broker
1,BHK,Kolkata,16.88,469,Broker
2,BHK,Kolkata,35.64,1080,Broker
3,BHK,Kolkata,25.95,927,Broker
2,BHK,Kolkata,22.72,1369,Broker
1,BHK,Kolkata,13.56,600,Broker
4,BHK,Kolkata,45,2400,Individual
3,BHK,Kolkata,59.8,1395,Broker
2,BHK,Kolkata,32.93,1284,Broker
2,BHK,Kolkata,43.8,1775,Broker
3,BHK,Kolkata,32.57,1198,Broker
1,BHK,Kolkata,20,1000,Broker
3,BHK,Kolkata,21.55,860,Broker
3,BHK,Kolkata,68.4,800,Broker
1,BHK,Kolkata,22.98,550,Broker
2,BHK,Kolkata,30.8,1175,Broker
2,BHK,Kolkata,25.2,1955,Broker
2,BHK,Kolkata,24.52,1340,Broker
2,BHK,Kolkata,68,470,Broker
2,BHK,Kolkata,55.75,400,Broker
3,BHK,Kolkata,15,995,Broker
2,BHK,Kolkata,30.16,973,Broker
2,BHK,Kolkata,25.29,709,Broker
2,BHK,Kolkata,79.56,1170,Broker
3,BHK,Kolkata,77.76,1620,Broker
3,BHK,Kolkata,90.04,1072,Broker
1,BHK,Kolkata,38.43,850,Broker
2,BHK,Kolkata,14.43,834,Broker
3,BHK,Kolkata,60.75,946,Broker
3,BHK,Kolkata,58.21,1793,Broker
2,BHK,Kolkata,33.6,1731,Broker
3,BHK,Kolkata,35,950,Broker
2,BHK,Kolkata,83.6,1568,Broker
3,BHK,Kolkata,95,1196,Broker
3,BHK,Kolkata,30.87,1029,Broker
4,BHK,Kolkata,96.75,2150,Broker
3,BHK,Kolkata,52.31,1418,Broker
2,BHK,Kolkata,40,1043,Broker
3,BHK,Kolkata,45,1220,Broker
3,BHK,Kolkata,47.56,1160,Broker
2,BHK,Kolkata,31,885,Broker
2,BHK,Kolkata,68.12,811,Broker
4,BHK,Kolkata,93.19,1453,Broker
2,BHK,Kolkata,19.6,700,Broker
3,BHK,Kolkata,86.1,1099,Broker
3,BHK,Kolkata,54.99,854,Broker
3,BHK,Kolkata,31.71,906,Broker
2,BHK,Kolkata,59.52,1240,Broker
2,BHK,Kolkata,14.58,521,Broker
2,BHK,Kolkata,75,787,Broker
2,BHK,Kolkata,22.1,850,Broker
2,BHK,Kolkata,19,786,Broker
3,BHK,Kolkata,25.34,1620,Broker
3,BHK,Kolkata,81,1310,Broker
2,BHK,Kolkata,14.44,1130,Broker
3,BHK,Kolkata,19.12,990,Broker
2,BHK,Kolkata,57.6,1225,Broker
1,BHK,Kolkata,10,480,Broker
2,BHK,Kolkata,63.6,1325,Broker
2,BHK,Kolkata,97.57,1301,Broker
3,BHK,Kolkata,65,1548,Broker
3,BHK,Kolkata,28.87,1260,Broker
3,BHK,Kolkata,31.66,914,Broker
2,BHK,Kolkata,71.5,1100,Broker
3,BHK,Kolkata,47.91,1295,Broker
3,BHK,Kolkata,32.86,922,Broker
2,BHK,Kolkata,12.9,576,Broker
3,BHK,Kolkata,53.2,830,Broker
2,BHK,Kolkata,22.1,1480,Broker
2,BHK,Kolkata,36.8,912,Broker
3,BHK,Kolkata,32.68,1080,Broker
1,BHK,Kolkata,20.8,659,Broker
1,BHK,Kolkata,20.25,420,Broker
3,BHK,Kolkata,61.02,639,Broker
2,BHK,Kolkata,30.6,600,Broker
3,BHK,Kolkata,75,916,Broker
3,BHK,Kolkata,38.14,1156,Broker
3,BHK,Kolkata,83.38,1489,Broker
3,BHK,Kolkata,87.29,1343,Broker
3,BHK,Kolkata,26.33,1390,Broker
2,BHK,Kolkata,72.05,1040,Broker
2,BHK,Kolkata,43.02,1995,Broker
2,BHK,Kolkata,21.14,1420,Broker
2,BHK,Kolkata,37.8,1170,Broker
2,BHK,Kolkata,46.67,786,Broker
1,BHK,Kolkata,23.1,380,Broker
3,BHK,Kolkata,36.4,1120,Broker
3,BHK,Kolkata,63.28,1582,Broker
2,BHK,Kolkata,23.01,1028,Broker
2,BHK,Kolkata,33.46,1334,Broker
2,BHK,Kolkata,37.5,1060,Broker
2,BHK,Kolkata,32.3,1090,Broker
2,BHK,Kolkata,37.4,1062,Broker
3,BHK,Kolkata,31,1480,Broker
2,BHK,Kolkata,28.65,1000,Broker
1,BHK,Kolkata,35.7,800,Broker
1,BHK,Kolkata,10,300,Broker
2,BHK,Kolkata,74.88,1152,Broker
3,BHK,Kolkata,50.7,1014,Broker
2,BHK,Kolkata,27.04,773,Broker
3,BHK,Kolkata,26.91,936,Broker
2,BHK,Kolkata,23.74,826,Broker
3,BHK,Kolkata,30.72,1660,Broker
2,BHK,Kolkata,26.75,1360,Broker
2,BHK,Kolkata,32.4,1290,Broker
2,BHK,Kolkata,35,2040,Broker
3,BHK,Kolkata,38,1100,Broker
2,BHK,Kolkata,39.33,1022,Broker
3,BHK,Kolkata,39.89,1285,Broker
1,BHK,Kolkata,17.5,500,Broker
3,BHK,Kolkata,45.78,1308,Broker
2,BHK,Kolkata,73.69,1256,Broker
2,BHK,Kolkata,38.4,2295,Broker
3,BHK,Kolkata,27.95,1578,Broker
3,BHK,Kolkata,22,1290,Broker
2,BHK,Kolkata,41.5,1630,Broker
2,BHK,Kolkata,37.04,1500,Broker
3,BHK,Kolkata,51.94,1125,Broker
2,BHK,Kolkata,24.51,1278,Broker
2,BHK,Kolkata,18.92,1088,Broker
3,BHK,Kolkata,31.66,914,Broker
3,BHK,Kolkata,33.04,893,Broker
2,BHK,Kolkata,65.67,1000,Broker
2,BHK,Kolkata,48.1,1069,Broker
3,BHK,Kolkata,62.67,1177,Broker
1,BHK,Kolkata,35.44,630,Broker
2,BHK,Kolkata,22.46,1097,Broker
2,BHK,Kolkata,25.76,660,Broker
3,BHK,Kolkata,32.24,842,Broker
3,BHK,Kolkata,75,916,Broker
3,BHK,Kolkata,42.52,1165,Broker
4,BHK,Kolkata,96.75,2150,Broker
2,BHK,Kolkata,27.04,773,Broker
2,BHK,Kolkata,46.3,1029,Broker
3,BHK,Kolkata,59.56,1103,Broker
3,BHK,Kolkata,31.68,670,Broker
3,BHK,Kolkata,21.25,611,Broker
2,BHK,Kolkata,54.99,1633,Broker
3,BHK,Kolkata,45,1600,Broker
2,BHK,Kolkata,40.17,1424,Broker
3,BHK,Kolkata,28.76,1485,Broker
2,BHK,Kolkata,20.59,2000,Broker
2,BHK,Kolkata,40.34,1175,Broker
2,BHK,Kolkata,38.27,1764,Broker
3,BHK,Kolkata,50.7,1014,Broker
2,BHK,Kolkata,35.74,966,Broker
2,BHK,Kolkata,33.25,875,Broker
3,BHK,Kolkata,40.66,1114,Broker
2,BHK,Kolkata,19.2,1234,Broker
3,BHK,Kolkata,35,1123,Broker
2,BHK,Kolkata,23.57,675,Broker
1,BHK,Kolkata,12.43,747,Broker
1,BHK,Kolkata,26.6,1547,Broker
2,BHK,Kolkata,13.95,613,Broker
1,BHK,Kolkata,31.37,880,Broker
2,BHK,Kolkata,67.39,525,Broker
2,BHK,Kolkata,45.19,972,Broker
3,BHK,Kolkata,65.1,1400,Broker
3,BHK,Kolkata,55.1,1185,Broker
2,BHK,Kolkata,44.36,954,Broker
2,BHK,Kolkata,20.73,754,Broker
3,BHK,Kolkata,87.29,1343,Broker
3,BHK,Kolkata,31.23,1077,Broker
2,BHK,Kolkata,35.8,895,Broker
2,BHK,Kolkata,73.1,1075,Broker
3,BHK,Kolkata,49.99,1800,Broker
3,BHK,Kolkata,25.68,1755,Broker
2,BHK,Kolkata,53.13,2027,Broker
3,BHK,Kolkata,19.5,1082,Broker
2,BHK,Kolkata,82,1410,Broker
3,BHK,Kolkata,23.4,990,Broker
3,BHK,Kolkata,35.28,1185,Broker
2,BHK,Kolkata,25,1332,Broker
2,BHK,Kolkata,17,712,Individual
3,BHK,Kolkata,42.3,1343,Broker
3,BHK,Kolkata,35.82,1025,Broker
2,BHK,Kolkata,51.5,808,Broker
2,BHK,Kolkata,29.75,850,Broker
2,BHK,Kolkata,20.73,754,Broker
3,BHK,Kolkata,73.94,1422,Broker
3,BHK,Kolkata,38.99,1593,Broker
2,BHK,Kolkata,11.99,1698,Broker
2,BHK,Kolkata,39.13,991,Broker
2,BHK,Kolkata,21.75,750,Broker
2,BHK,Kolkata,45,1800,Broker
3,BHK,Kolkata,27.6,1450,Broker
2,BHK,Kolkata,24.49,2290,Broker
2,BHK,Kolkata,20.8,1590,Broker
3,BHK,Kolkata,35,1000,Individual
2,BHK,Kolkata,60.58,932,Broker
2,BHK,Kolkata,74.88,1152,Broker
2,BHK,Kolkata,45,2025,Broker
3,BHK,Kolkata,23.52,642,Broker
3,BHK,Kolkata,38.83,1022,Broker
2,BHK,Kolkata,35.79,942,Broker
3,BHK,Kolkata,52.41,1219,Broker
3,BHK,Kolkata,93.99,1169,Broker
3,BHK,Kolkata,69.29,945,Broker
3,BHK,Kolkata,35.82,1194,Broker
2,BHK,Kolkata,49.05,669,Broker
2,BHK,Kolkata,27.04,773,Broker
2,BHK,Kolkata,26.26,796,Broker
2,BHK,Kolkata,40.86,901,Broker
3,BHK,Kolkata,60.39,1342,Broker
2,BHK,Kolkata,33.46,956,Broker
3,BHK,Kolkata,61.25,1178,Broker
2,BHK,Kolkata,32.85,1460,Broker
